,Artist Name,Track,Main Genre,Popularity,Year in Top 50
625,Imagine Dragons,Demons,modern rock,88,2013
626,The Lumineers,Ho Hey,folk-pop,76,2013
627,Justin Bieber,Beauty And A Beat,canadian pop,90,2013
628,Nicki Minaj,Beauty And A Beat,dance pop,85,2013
629,AWOLNATION,Sail,la indie,61,2013
630,Calvin Harris,Sweet Nothing (feat. Florence Welch),dance pop,83,2013
631,Florence Welch,Sweet Nothing (feat. Florence Welch),uk pop,55,2013
632,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),emo,77,2013
633,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,art pop,88,2013
634,Cedric Gervais,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,edm,62,2013
635,Katy Perry,Roar,dance pop,84,2013
636,Drake,"Hold On, We're Going Home",canadian hip hop,97,2013
637,Majid Jordan,"Hold On, We're Going Home",canadian contemporary r&b,66,2013
638,Rihanna,Stay - Album Version (Edited),barbadian pop,89,2013
639,Mikky Ekko,Stay - Album Version (Edited),nashville indie,66,2013
640,Bridgit Mendler,Ready or Not,dance pop,60,2013
641,Bruno Mars,Locked out of Heaven,dance pop,87,2012
642,Carly Rae Jepsen,Call Me Maybe,canadian pop,74,2012
643,fun.,We Are Young (feat. Janelle Monáe),baroque pop,66,2012
644,Janelle Monáe,We Are Young (feat. Janelle Monáe),afrofuturism,64,2012
645,Rihanna,Diamonds,barbadian pop,89,2012
646,Frank Ocean,Lost,hip hop,83,2012
647,JAY-Z,Ni**as In Paris,east coast hip hop,83,2012
648,Kanye West,Ni**as In Paris,chicago rap,90,2012
649,One Direction,What Makes You Beautiful,boy band,84,2012
650,Coldplay,Paradise,permanent wave,88,2012
651,Swedish House Mafia,Don't You Worry Child - Radio Edit,dance pop,75,2012
652,John Martin,Don't You Worry Child - Radio Edit,pop edm,67,2012
653,Christina Perri,A Thousand Years,dance pop,70,2012
654,Calvin Harris,Feel So Close - Radio Edit,dance pop,83,2012
655,Avicii,Levels - Radio Edit,dance pop,80,2012
656,Neon Trees,Everybody Talks,indie poptimism,65,2012
657,Frank Ocean,Thinkin Bout You,hip hop,83,2012
658,Train,Drive By,dance pop,72,2012
659,Taylor Swift,I Knew You Were Trouble.,pop,100,2012
660,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",g funk,82,2012
661,Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)",dance pop,81,2012
662,Bruno Mars,"Young, Wild & Free (feat. Bruno Mars)",dance pop,87,2012
663,Adele,Skyfall,british soul,84,2012
664,Flo Rida,Whistle,dance pop,77,2012
665,James Arthur,Impossible,pop,79,2012
666,P!nk,Try,dance pop,79,2012
667,Kesha,Die Young,dance pop,75,2012
668,Owl City,Good Time,indietronica,68,2012
669,Carly Rae Jepsen,Good Time,canadian pop,74,2012
670,Alicia Keys,Girl on Fire,hip pop,77,2012
671,Pitbull,International Love (feat. Chris Brown),dance pop,81,2012
672,Chris Brown,International Love (feat. Chris Brown),dance pop,87,2012
673,Rihanna,We Found Love,barbadian pop,89,2012
674,Calvin Harris,We Found Love,dance pop,83,2012
675,Katy Perry,The One That Got Away,dance pop,84,2012
676,Gotye,Somebody That I Used To Know,australian pop,67,2012
677,Kimbra,Somebody That I Used To Know,bergen indie,67,2012
678,Flo Rida,Wild Ones (feat. Sia),dance pop,77,2012
679,Sia,Wild Ones (feat. Sia),australian dance,84,2012
680,Drake,Take Care,canadian hip hop,97,2012
681,Rihanna,Take Care,barbadian pop,89,2012
682,Taylor Swift,We Are Never Ever Getting Back Together,pop,100,2012
683,One Direction,Little Things,boy band,84,2012
684,Linkin Park,BURN IT DOWN,alternative metal,83,2012
685,The Lumineers,Ho Hey,folk-pop,76,2012
686,Olly Murs,Troublemaker (feat. Flo Rida),dance pop,65,2012
687,Flo Rida,Troublemaker (feat. Flo Rida),dance pop,77,2012
688,PSY,Gangnam Style (강남스타일),k-pop,66,2012
689,Katy Perry,Part Of Me,dance pop,84,2012
690,Drake,The Motto,canadian hip hop,97,2012
691,Lil Wayne,The Motto,hip hop,84,2012
692,Flo Rida,Good Feeling,dance pop,77,2012
693,One Direction,Live While We're Young,boy band,84,2012
694,MARINA,Primadonna,dance pop,73,2012
695,Nicki Minaj,Starships,dance pop,85,2012
696,alt-J,Breezeblocks,indie rock,69,2012
697,Kanye West,Mercy,chicago rap,90,2012
698,Big Sean,Mercy,detroit hip hop,77,2012
699,Pusha T,Mercy,alternative hip hop,72,2012
